customerID,gender,ContractedDate,CancelledDate,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,numAdminTickets,numTechTickets,Churn
3426-NIYYL,Male,01/05/1989,08/10/2014,Yes,Month-to-month,No,Electronic check,51.55,765.5,0,0,Yes
8225-BTJAU,Male,21/03/1985,06/01/2004,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,0,0,Yes
4635-EJYPD,Male,03/03/1952,,Yes,Two year,No,Mailed check,18.95,613.95,0,0,No
1866-ZSLJM,Male,13/01/1959,,Yes,Month-to-month,No,Credit card (automatic),20.5,402.85,0,0,No
4636-TVXVG,Male,08/04/1961,,Yes,One year,No,Bank transfer (automatic),19.95,1244.8,0,0,No
4236-UJPWO,Female,14/01/1967,,No,Month-to-month,No,Electronic check,24.5,46.4,0,0,No
9392-XBGTD,Male,12/03/1968,,Yes,Two year,No,Mailed check,20.6,581.85,0,0,No
3387-VATUS,Male,27/07/1980,09/07/2013,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,0,0,Yes
6402-SSEJG,Female,28/01/1993,,No,One year,No,Electronic check,61.05,1540.2,0,0,No
1143-NMNQJ,Female,30/12/1963,12/08/2006,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,0,0,Yes
1169-SAOCL,Male,12/12/1987,,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,0,0,No
1110-KYLGQ,Female,05/12/1990,,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,1,0,No
9929-PLVPA,Female,12/08/1963,,Yes,Month-to-month,No,Credit card (automatic),20.4,94.5,3,0,No
3518-PZXZQ,Female,30/06/1991,,Yes,Month-to-month,Yes,Mailed check,55.3,55.3,0,0,No
2371-JUNGC,Male,22/07/1998,,Yes,Month-to-month,No,Mailed check,20.25,208,5,0,No
7693-QPEFS,Male,28/11/1998,,Yes,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,0,0,No
0924-BJCRC,Female,02/10/1954,,Yes,Month-to-month,No,Electronic check,89.45,5294.6,0,0,No
5074-FBGHB,Male,10/02/1990,,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,0,0,No
2351-BKRZW,Female,26/01/1973,,Yes,Two year,No,Bank transfer (automatic),75.2,3254.35,0,0,No
4455-BFSPD,Female,11/09/1989,,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,5,0,No
0415-MOSGF,Female,21/11/1986,19/03/2005,Yes,Month-to-month,No,Mailed check,44.4,44.4,2,0,Yes
1724-BQUHA,Male,27/02/2000,22/08/2014,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,0,0,Yes
3948-KXDUF,Male,08/05/1964,,Yes,Two year,No,Bank transfer (automatic),68.75,4447.55,5,0,No
2323-ARSVR,Male,05/08/1969,,Yes,Two year,Yes,Electronic check,111.05,7321.05,0,0,No
0815-MFZGM,Female,02/05/1952,,Yes,Two year,Yes,Credit card (automatic),99,4135,2,0,No
4826-XTSOH,Male,17/09/1993,03/01/2020,Yes,Month-to-month,Yes,Electronic check,86.05,86.05,0,0,Yes
5480-XTFFL,Female,21/11/1965,,Yes,Two year,No,Mailed check,21,697.7,0,0,No
8295-FHIVV,Male,10/04/1960,,Yes,Month-to-month,Yes,Mailed check,19.4,168.65,1,0,No
2495-INZWQ,Male,25/06/1966,09/06/2020,No,Month-to-month,Yes,Electronic check,44.55,174.3,0,0,Yes
9086-YJYXS,Male,28/06/1976,,Yes,One year,No,Bank transfer (automatic),77.2,2753.8,0,0,No
1179-INLAT,Male,30/03/1981,,Yes,One year,Yes,Mailed check,19.45,69.25,0,0,No
7909-FIOIY,Female,01/05/1951,,No,Month-to-month,Yes,Mailed check,24.85,434.8,0,0,No
4139-SUGLD,Male,26/05/1967,12/04/2019,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,0,0,Yes
6857-VWJDT,Female,09/10/1959,09/12/2017,Yes,Month-to-month,No,Mailed check,95.65,95.65,0,0,Yes
6351-SCJKT,Male,27/10/1964,,No,Month-to-month,No,Mailed check,41.35,107.25,0,0,No
5468-BPMMO,Male,20/05/1969,,Yes,Month-to-month,No,Electronic check,19.6,851.2,0,0,No
5624-BQSSA,Female,03/02/1968,24/03/2015,Yes,Month-to-month,No,Mailed check,20.95,20.95,0,0,Yes
0197-PNKNK,Female,11/02/1966,,Yes,One year,No,Bank transfer (automatic),84.45,5848.6,0,0,No
2439-QKJUL,Male,11/04/1973,,Yes,Month-to-month,No,Mailed check,20.25,109.8,0,0,No
1194-SPVSP,Male,21/06/1987,,Yes,Month-to-month,No,Bank transfer (automatic),19.65,19.65,0,0,No
9534-NSXEM,Male,22/11/1987,,Yes,One year,Yes,Credit card (automatic),20.65,595.5,0,0,No
2408-WITXK,Female,02/10/1995,24/03/2016,No,Month-to-month,Yes,Electronic check,34.7,329.8,0,0,Yes
8929-KSWIH,Male,23/01/1976,,Yes,Two year,No,Bank transfer (automatic),99.3,2513.5,0,0,No
2250-IVBWA,Male,02/02/1964,,Yes,Month-to-month,No,Electronic check,81.05,5135.35,0,0,No
1810-MVMAI,Male,30/05/1970,,Yes,Month-to-month,No,Electronic check,67.6,2000.2,2,0,No
9506-UXUSK,Male,11/06/1983,,Yes,Month-to-month,Yes,Electronic check,70.15,931.75,3,0,No
1229-RCALF,Female,24/12/1960,,Yes,One year,Yes,Electronic check,115,7396.15,0,0,No
3572-UOLYZ,Female,03/04/1974,,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,0,0,No
1429-UYJSV,Female,28/03/1972,,Yes,One year,No,Mailed check,19.7,260.9,0,0,No
5577-OTWWW,Female,11/10/1953,22/06/2014,Yes,Month-to-month,No,Bank transfer (automatic),19.75,297.3,0,0,Yes
6100-QQHEB,Male,24/05/1970,30/11/2010,Yes,Month-to-month,Yes,Electronic check,92.55,1515.1,0,1,Yes
6366-XIVKZ,Female,15/01/2000,,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,0,0,No
3470-OBUET,Female,12/01/1979,,Yes,Two year,No,Credit card (automatic),74,4868.4,0,0,No
2770-NSVDG,Male,14/10/1994,,No,Month-to-month,No,Electronic check,29.1,688,0,0,No
9375-MHRRS,Male,01/07/1993,,Yes,Month-to-month,No,Mailed check,50.05,288.35,0,0,No
2634-HCZGT,Male,27/05/1989,24/12/2007,Yes,One year,Yes,Electronic check,60.05,3229.65,0,0,Yes
7503-QQRVF,Male,27/10/1958,11/03/2007,Yes,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,0,0,Yes
4860-YZGZM,Male,05/09/1973,,Yes,Month-to-month,No,Electronic check,20,185.4,4,0,No
6599-GZWCM,Female,22/09/1961,,Yes,One year,Yes,Mailed check,74.65,966.25,0,0,No
2691-NZETQ,Male,06/05/2003,25/05/2016,Yes,Month-to-month,Yes,Electronic check,85.35,758.6,0,0,Yes
4404-HIBDJ,Female,04/01/1963,17/03/2005,Yes,One year,No,Mailed check,74.3,1863.8,0,2,Yes
5533-NHFRF,Male,21/12/1954,,No,Month-to-month,Yes,Electronic check,44.4,265.8,0,0,No
7037-MTYVW,Male,27/10/1997,,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297,0,0,No
4760-THGOT,Female,24/06/1962,,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,0,0,No
7295-JOMMD,Female,20/01/1995,05/02/2012,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,0,1,Yes
4016-BJKTZ,Female,02/09/1953,,Yes,Two year,No,Electronic check,108.9,2809.05,1,0,No
6584-VQMYT,Male,30/01/1971,,Yes,One year,No,Mailed check,56.2,1567.55,0,0,No
9838-BFCQT,Male,30/11/1961,,Yes,Two year,No,Mailed check,26.1,1851.45,2,0,No
2790-XUYMV,Male,30/04/1983,,Yes,One year,Yes,Credit card (automatic),85.45,6028.95,0,0,No
0581-MDMPW,Female,13/07/1955,,Yes,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,0,0,No
5013-SBUIH,Female,14/06/1989,02/02/2020,Yes,Two year,Yes,Electronic check,109.65,5551.15,0,5,Yes
1023-BQXZE,Male,22/08/1972,,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,0,0,No
9163-GHAYE,Female,12/07/1973,,Yes,Month-to-month,No,Electronic check,48.85,736.8,0,0,No
3904-UKFRE,Male,18/07/1995,,Yes,Month-to-month,Yes,Electronic check,80.1,336.15,0,0,No
5353-WILCI,Female,18/08/1954,,Yes,Month-to-month,No,Electronic check,56.05,1522.65,0,0,No
0709-TVGUR,Female,10/03/1998,19/11/2013,Yes,Month-to-month,Yes,Electronic check,74.55,622.9,0,0,Yes
0058-EVZWM,Female,16/03/1973,,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,0,0,No
6023-YEBUP,Male,16/02/1983,27/08/2016,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,0,0,Yes
7209-JCUDS,Male,22/05/1981,25/09/2008,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,0,3,Yes
7009-PCARS,Male,12/07/2001,,Yes,One year,No,Bank transfer (automatic),19.1,1001.5,0,0,No
0519-DRGTI,Female,03/03/1971,,Yes,Month-to-month,No,Mailed check,20.35,442.6,0,0,No
1017-FBQMM,Female,10/02/2002,,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,0,0,No
3001-CBHLQ,Male,11/06/1966,08/01/2014,Yes,Month-to-month,Yes,Electronic check,104.9,3351.55,0,3,Yes
1985-MBRYP,Female,27/05/1989,,Yes,Two year,Yes,Bank transfer (automatic),19.65,779.25,0,2,No
6158-DWPZT,Male,09/12/1985,26/03/2018,No,One year,No,Bank transfer (automatic),24.1,259.8,0,0,Yes
9372-TXXPS,Female,11/09/1974,,Yes,Two year,No,Bank transfer (automatic),59.85,3483.45,0,0,No
3259-QMXUN,Male,28/05/2003,,Yes,Two year,Yes,Electronic check,86.1,4890.5,0,0,No
1015-JPFYW,Male,02/09/1975,,Yes,One year,No,Mailed check,19.45,136.75,0,0,No
6645-MXQJT,Male,31/08/1992,,Yes,Month-to-month,No,Electronic check,97.1,184.15,0,0,No
4360-QRAVE,Male,25/01/1977,,No,Month-to-month,No,Electronic check,36.65,1315,0,0,No
8433-WPJTV,Female,06/03/1970,,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,0,0,No
5804-JMYIO,Female,12/04/1986,,Yes,Two year,No,Mailed check,19.75,757.95,0,0,No
3763-GCZHZ,Male,30/05/1993,11/06/2016,Yes,One year,Yes,Electronic check,104.05,6890,0,5,Yes
6484-LATFU,Male,03/03/1973,,Yes,Two year,No,Mailed check,24.55,1657.4,0,0,No
7599-NTMDP,Female,06/04/1973,,No,Two year,No,Bank transfer (automatic),48.7,3008.55,0,4,No
0772-GYEQQ,Male,30/05/1987,24/04/2005,Yes,Month-to-month,Yes,Mailed check,88.35,262.05,0,0,Yes
0536-ACXIP,Female,19/05/1992,,Yes,Two year,Yes,Electronic check,109.55,8165.1,0,0,No
0936-NQLJU,Female,29/05/1977,,Yes,Two year,No,Credit card (automatic),20.65,875.55,0,0,No
4831-EOBFE,Male,19/08/1953,16/02/2017,Yes,Month-to-month,No,Credit card (automatic),94.65,2649.15,0,2,Yes
1575-KRZZE,Female,24/10/1967,,Yes,Month-to-month,No,Electronic check,55.2,220.65,3,0,No
3251-YMVWZ,Male,17/06/1959,,Yes,One year,No,Bank transfer (automatic),24.05,1301.9,0,0,No
4102-OQUPX,Male,10/11/1959,25/05/2003,Yes,Month-to-month,Yes,Electronic check,74.4,74.4,2,0,Yes
9170-GYZJC,Female,15/07/1996,26/06/2013,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,0,5,Yes
4884-LEVMQ,Male,21/02/1958,,Yes,Two year,Yes,Bank transfer (automatic),20.45,790,0,0,No
8857-CUPFQ,Male,26/05/1975,,Yes,Two year,No,Mailed check,19.25,1237.65,0,0,No
7610-TVOPG,Male,17/09/1995,,Yes,Month-to-month,Yes,Electronic check,26.35,378.6,0,0,No
3638-DIMPH,Female,19/02/1954,,Yes,One year,No,Electronic check,43.8,592.65,0,0,No
1845-ZLLIG,Male,29/11/1970,,Yes,Month-to-month,Yes,Mailed check,50.15,50.15,0,0,No
8559-WNQZS,Male,26/11/1969,,Yes,Two year,No,Mailed check,20.45,20.45,0,0,No
3999-QGRJH,Male,13/09/1980,15/05/2021,Yes,Month-to-month,Yes,Electronic check,69.7,560.85,0,0,Yes
1699-UOTXU,Male,29/06/1993,,Yes,Two year,No,Electronic check,61.4,3638.25,0,0,No
2454-RPBRZ,Female,06/09/1982,16/08/2021,Yes,Month-to-month,Yes,Electronic check,98.1,1060.2,4,1,Yes
0635-WKOLD,Male,28/06/1965,,Yes,One year,No,Credit card (automatic),70.75,2921.75,0,0,No
5993-JSUWV,Female,05/07/1991,,Yes,Two year,Yes,Bank transfer (automatic),61.15,4017.45,0,0,No
4518-FZBSX,Male,10/04/1976,,Yes,One year,No,Mailed check,20.25,854.9,0,0,No
5387-ASZNZ,Female,01/06/1954,,Yes,One year,Yes,Credit card (automatic),63.85,4174.35,0,0,No
6988-CJEYV,Male,20/08/1987,,Yes,Month-to-month,No,Electronic check,98.7,4920.55,0,0,No
2002-MZHWP,Female,11/09/1987,18/08/2008,Yes,Month-to-month,No,Mailed check,20.5,20.5,0,0,Yes
3097-FQTVJ,Female,26/11/1991,,Yes,Two year,No,Mailed check,20,810.3,5,0,No
5465-BUBFA,Female,18/05/1986,,Yes,Two year,No,Bank transfer (automatic),19.3,772.4,0,0,No
7299-GNVPL,Female,17/06/1958,,Yes,Month-to-month,No,Mailed check,84.4,1936.85,0,0,No
9743-DQKQW,Male,24/08/1976,,No,Month-to-month,No,Electronic check,25.1,79.8,2,0,No
1215-VFYVK,Female,21/04/1993,,No,Month-to-month,No,Mailed check,48.25,202.25,0,0,No
9371-BITHB,Female,16/01/1977,,Yes,Two year,No,Mailed check,19.85,1070.5,0,0,No
2265-CYWIV,Female,20/07/1984,26/11/2009,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,0,1,Yes
9093-FPDLG,Female,15/08/1964,,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,0,0,No
0541-FITGH,Female,12/04/1977,,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,0,0,No
6985-HAYWX,Female,26/09/1968,,Yes,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,0,0,No
7508-KBIMB,Male,12/04/1993,,Yes,One year,Yes,Credit card (automatic),56.25,1454.25,0,0,No
6838-HVLXG,Female,08/05/1990,,Yes,Month-to-month,No,Mailed check,20.3,246.7,3,0,No
2277-DJJDL,Male,06/04/1992,,Yes,Month-to-month,Yes,Electronic check,99,6017.9,4,0,No
1897-OKVMW,Female,12/05/2003,,Yes,Two year,Yes,Mailed check,90.6,5817.45,0,0,No
5485-ITNPC,Male,02/10/1992,,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,0,0,No
0233-FTHAV,Female,13/08/1990,,Yes,One year,Yes,Bank transfer (automatic),79.2,4765,0,0,No
4644-PIZRT,Male,22/09/1987,,Yes,One year,Yes,Bank transfer (automatic),70.35,1201.65,0,0,No
8922-NPKBJ,Male,17/06/1989,,Yes,Two year,No,Mailed check,19.35,867.3,0,0,No
2740-TVLFN,Male,13/07/1968,,Yes,Month-to-month,Yes,Electronic check,50.15,50.15,4,0,No
7771-CFQRQ,Female,09/05/1992,,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,1,0,No
9512-PHSMG,Female,25/03/1957,,Yes,Month-to-month,Yes,Mailed check,20.55,252.75,2,0,No
6963-EZQEE,Male,18/06/1980,,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,0,0,No
2452-KDRRH,Male,23/05/1979,,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,0,0,No
2004-OCQXK,Female,21/05/2003,09/09/2005,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,0,0,Yes
5027-QPKTE,Male,17/09/1985,29/02/2012,Yes,Month-to-month,Yes,Electronic check,69.35,451.1,0,0,Yes
4146-SVFUD,Male,30/03/1994,,Yes,Month-to-month,No,Mailed check,44.6,44.6,0,0,No
1564-HJUVY,Male,17/03/1989,,Yes,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,1,0,No
3617-XLSGQ,Female,13/11/1993,,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,0,0,No
7517-LDMPS,Female,17/05/1988,,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,0,0,No
7244-KXYZN,Female,22/12/1978,,Yes,One year,No,Credit card (automatic),20.45,527.35,0,0,No
5226-NOZFC,Male,05/11/1962,,Yes,Month-to-month,Yes,Electronic check,85.75,2146.5,0,0,No
2672-HUYVI,Female,22/04/1980,24/06/2021,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,0,0,Yes
1400-WIVLL,Male,29/12/1954,,Yes,Two year,No,Electronic check,107.95,5969.85,0,0,No
7508-MYBOG,Male,16/05/2003,31/01/2011,Yes,Month-to-month,Yes,Electronic check,86.1,1235.55,0,0,Yes
8148-NLEGT,Female,01/06/1988,,Yes,Two year,No,Electronic check,22.95,1014.25,2,0,No
0148-DCDOS,Male,29/05/1972,02/09/2010,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,0,2,Yes
8347-GDTMP,Female,21/11/1951,,Yes,Two year,No,Credit card (automatic),19.45,1225.65,0,0,No
9992-RRAMN,Male,02/07/2002,07/06/2015,Yes,Month-to-month,Yes,Electronic check,85.1,1873.7,0,0,Yes
6746-WAUWT,Male,17/07/2001,,Yes,One year,Yes,Credit card (automatic),19.7,386.5,0,0,No
0310-MVLET,Female,06/09/1975,13/02/2014,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,0,8,Yes
0428-IKYCP,Male,20/12/1961,,Yes,Month-to-month,Yes,Bank transfer (automatic),87,1850.65,0,0,No
4550-VBOFE,Male,04/12/1997,08/03/2004,Yes,Month-to-month,Yes,Electronic check,102.95,7101.5,0,7,Yes
2187-PKZAY,Male,09/12/1972,,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,4,0,No
4003-OCTMP,Female,23/08/1956,,Yes,One year,Yes,Electronic check,64,1910.75,0,0,No
6652-YFFJO,Female,26/03/1982,,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,0,0,No
7225-IILWY,Male,19/12/1961,,Yes,Two year,No,Mailed check,25.75,1686.15,1,0,No
5248-RPYWW,Female,30/08/1979,,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,0,0,No
7923-IYJWY,Male,08/03/1953,,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,0,0,No
3170-GWYKC,Female,21/01/2002,,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,5,0,No
5696-QURRL,Male,31/01/1976,13/02/2012,Yes,Month-to-month,Yes,Mailed check,45.05,45.05,5,0,Yes
7409-KIUTL,Female,15/11/1960,21/05/2020,Yes,Month-to-month,Yes,Electronic check,71,71,3,0,Yes
9830-ECLEN,Male,21/08/1986,,No,One year,No,Mailed check,50,2919.85,2,4,No
1732-VHUBQ,Female,31/08/1965,30/01/2005,Yes,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,0,0,Yes
0495-RVCBF,Female,05/12/1957,01/01/2007,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,0,0,Yes
2668-TZSPS,Male,05/03/2000,,Yes,Month-to-month,No,Mailed check,20.45,20.45,0,0,No
7854-EDSSA,Male,02/04/1988,18/08/2004,Yes,Month-to-month,No,Electronic check,59,1254.7,0,2,Yes
8869-TORSS,Female,08/12/1976,06/01/2018,Yes,One year,Yes,Credit card (automatic),60.35,2896.4,0,4,Yes
7446-SFAOA,Female,13/05/1960,,Yes,One year,Yes,Bank transfer (automatic),19.85,717.5,0,0,No
9522-ZSINC,Male,21/09/1968,,Yes,One year,Yes,Electronic check,19.95,253.8,0,0,No
8234-GSZYK,Male,28/01/1966,,Yes,Two year,No,Bank transfer (automatic),26.45,1110.05,0,0,No
6505-OZNPG,Female,12/11/1970,,No,Two year,Yes,Mailed check,63.4,348.8,0,0,No
6164-HAQTX,Male,11/09/1955,,No,Two year,No,Bank transfer (automatic),53.95,3888.65,0,0,No
0679-IDSTG,Female,16/05/1991,04/11/2011,Yes,Month-to-month,Yes,Electronic check,69.25,69.25,0,0,Yes
7765-LWVVH,Female,26/03/1981,,Yes,Two year,Yes,Electronic check,95.1,6843.15,0,0,No
1658-TJVOA,Female,21/09/2000,,Yes,Month-to-month,Yes,Electronic check,74.1,450.9,0,0,No
0953-LGOVU,Male,20/01/2003,,No,Month-to-month,No,Mailed check,35.5,432.25,3,0,No
2115-BFTIW,Male,21/05/1977,03/01/2015,Yes,Month-to-month,No,Mailed check,70.95,1767.35,0,0,Yes
4692-NNQRU,Female,11/05/1987,,Yes,One year,No,Electronic check,79.2,1742.45,0,1,No
7742-MYPGI,Female,21/07/1965,,Yes,Month-to-month,Yes,Mailed check,48.8,297.35,0,0,No
0611-DFXKO,Male,07/12/1952,25/09/2021,Yes,Month-to-month,Yes,Mailed check,89,1820.45,0,2,Yes
7780-OTDSO,Male,04/07/1954,24/05/2006,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,0,2,Yes
9619-GSATL,Female,31/07/1983,,Yes,One year,No,Electronic check,55.45,2444.25,0,0,No
5622-UEJFI,Female,05/12/1955,,Yes,Two year,Yes,Credit card (automatic),25.4,949.8,0,0,No
9747-DDZOS,Female,25/09/1995,21/07/2010,Yes,Month-to-month,No,Bank transfer (automatic),73.5,73.5,0,0,Yes
0674-DGMAQ,Male,20/02/1972,,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,0,0,No
6203-HBZPA,Male,12/06/1958,,No,Two year,No,Credit card (automatic),63.9,3334.95,0,0,No
0484-FFVBJ,Male,16/01/1993,,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,0,0,No
0301-FIDRB,Female,06/09/1951,,No,Two year,Yes,Bank transfer (automatic),63.8,4684.3,0,0,No
4139-JPIAM,Male,26/05/1994,,No,Month-to-month,Yes,Credit card (automatic),44.45,2181.55,0,0,No
2181-TIDSV,Male,01/01/1969,,Yes,Two year,Yes,Bank transfer (automatic),19.95,1303.25,0,0,No
2761-XECQW,Male,12/12/1961,,No,Month-to-month,Yes,Mailed check,43.35,371.4,0,0,No
1936-CZAKF,Male,21/04/1978,,No,Two year,No,Credit card (automatic),49.65,2409.9,0,0,No
9453-PATOS,Female,15/03/1988,,Yes,Two year,No,Mailed check,85.1,6155.4,1,0,No
0564-JJHGS,Male,15/07/2002,05/04/2019,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,4,0,Yes
3348-CFRNX,Female,06/09/1979,12/04/2009,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,0,2,Yes
4402-FTBXC,Male,29/06/1995,,Yes,Month-to-month,No,Mailed check,89.8,4667,0,0,No
1428-GTBJJ,Male,18/01/1955,07/10/2017,Yes,Month-to-month,Yes,Electronic check,74.55,824.75,0,0,Yes
2931-XIQBR,Female,25/06/1989,,Yes,One year,No,Mailed check,103.05,5153.5,0,0,No
0106-UGRDO,Female,02/06/1965,,Yes,Two year,Yes,Electronic check,116,8182.85,0,0,No
5542-TBBWB,Male,23/07/1971,,Yes,Month-to-month,Yes,Electronic check,69.9,69.9,0,0,No
1930-QPBVZ,Male,25/05/1977,,Yes,Two year,No,Bank transfer (automatic),95.1,6683.4,0,0,No
2606-PKWJB,Male,14/10/1981,,No,One year,No,Mailed check,40.25,1564.05,0,0,No
5322-ZSMZY,Male,20/01/1988,,Yes,Two year,No,Mailed check,25.75,755.6,0,0,No
8059-UDZFY,Female,26/12/1964,,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,0,0,No
7740-BTPUX,Male,01/11/1998,,Yes,Two year,Yes,Electronic check,113.6,6292.7,0,0,No
5220-AGAAX,Male,01/01/1967,,Yes,Two year,Yes,Bank transfer (automatic),24,1664.3,0,0,No
0208-BPQEJ,Female,01/04/1975,,Yes,Month-to-month,No,Bank transfer (automatic),19.4,198.1,0,0,No
9435-JMLSX,Male,13/04/1996,,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,0,0,No
3352-ALMCK,Male,08/10/1993,,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,0,0,No
5312-IRCFR,Female,11/08/1966,,Yes,One year,Yes,Electronic check,92.85,5980.75,3,4,No
5294-IMHHT,Male,10/12/1980,,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,0,0,No
8802-UNOJF,Male,18/10/1994,03/08/2020,Yes,Month-to-month,Yes,Mailed check,83.8,1029.75,0,2,Yes
6313-GIDIT,Male,09/09/1951,02/12/2010,No,Month-to-month,Yes,Electronic check,54.45,2854.55,3,3,Yes
6176-YJWAS,Male,07/03/1984,,Yes,Two year,Yes,Credit card (automatic),97.95,7114.25,0,0,No
5310-NOOVA,Male,27/01/1986,,Yes,Two year,No,Electronic check,19.95,907.05,0,0,No
4526-EXKKN,Male,06/06/1988,,Yes,Two year,Yes,Mailed check,24.6,973.95,5,0,No
5311-IHLEI,Male,28/09/1987,,No,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,0,0,No
3987-KQDDU,Male,27/03/1956,,Yes,Month-to-month,No,Electronic check,75.6,661.55,3,0,No
3404-JNXAX,Female,13/10/1965,,Yes,Month-to-month,Yes,Electronic check,80.75,4116.9,2,0,No
5131-PONJI,Male,15/07/1953,,Yes,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,0,0,No
2845-AFFTX,Male,05/06/1976,24/11/2013,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,0,3,Yes
3489-VSFRD,Female,28/05/1967,,Yes,One year,Yes,Credit card (automatic),60.25,3282.75,2,0,No
3345-JHUEO,Male,23/07/1967,,Yes,Month-to-month,Yes,Electronic check,20.2,55.7,0,0,No
5815-HGGHV,Male,22/09/1959,,Yes,One year,Yes,Mailed check,64.15,1274.45,0,0,No
5260-UMPWX,Female,27/02/1984,,Yes,Month-to-month,Yes,Credit card (automatic),20.25,493.95,0,0,No
2249-YPRNG,Female,22/05/2000,27/08/2003,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,0,2,Yes
7410-YTJIK,Female,11/12/1961,27/06/2010,Yes,Month-to-month,No,Mailed check,75.45,480.75,0,0,Yes
4626-GYCZP,Male,14/07/1988,26/08/2008,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,2,0,Yes
5649-RXQTV,Male,16/11/2001,,Yes,Month-to-month,Yes,Electronic check,99,5038.15,0,0,No
2674-MIAHT,Female,30/06/1977,,Yes,Month-to-month,Yes,Mailed check,80.3,324.2,0,0,No
2576-HXMPA,Female,28/10/1971,,Yes,Month-to-month,No,Credit card (automatic),19.55,19.55,0,0,No
7587-AOVVU,Male,27/05/1959,,Yes,Month-to-month,No,Electronic check,100.75,2793.55,0,2,No
5590-BYNII,Male,10/12/1984,09/09/2009,Yes,Month-to-month,Yes,Electronic check,100.75,2095,0,1,Yes
6898-MDLZW,Male,24/06/1993,,Yes,Month-to-month,Yes,Mailed check,53.75,648.65,0,0,No
3237-AJGEH,Female,20/10/1959,16/01/2005,No,Month-to-month,Yes,Mailed check,31,95.05,0,0,Yes
4707-YNOQA,Female,28/06/1958,,Yes,One year,Yes,Credit card (automatic),25.6,917.15,0,0,No
9357-UJRUN,Male,14/07/1963,,Yes,One year,Yes,Electronic check,58.35,1346.9,0,0,No
1591-NFNLQ,Male,05/01/1980,30/04/2022,Yes,Month-to-month,No,Credit card (automatic),80,4242.35,0,0,Yes
